 I.A.F. plot information for graphics
    1006943.6447312590
    1399706.1869677060
    1465862.1709181870
    1197523.2518953910
    1461492.5424766260
    1163990.4876941270
    1802228.2678267360
    2073740.5483108510
    1577045.3495152380
    1440576.1889945850
    1549609.3131359380
    1378145.8932294370
    1651184.4965509940
    1668916.6263719880
    1568574.9550971540
    1295380.7729318310
    1023481.9523593230
    1884856.9403186070
    1133076.1171399700
    1205079.0994548770
    1605455.2399273420
    1088063.0739128530
    1755759.2233222650
     910351.9687070567
    1876786.3398735580
    1973497.6320118490
    1457257.0188040780
     972259.6773664778
    1547952.6216010760
    1148238.5517901240
    1200766.4220153470
    1245214.4395106880
    1300854.3699856350
    1409023.8634341250
    1543798.1488999570
    1234849.6293931330
    1985041.9756116770
    1664909.1874629030
    1668318.6796930060
    1658455.2188823600
    1590914.1171783800
    1279852.8601911890
    1201395.1158583280
    1524781.4591022540
    1095254.4153912200
    1846527.9024677410
    1037204.7116284500
    1948264.3717558020
    1799221.9539739820
    1483431.5874947150
    1429657.3013853750
    2339996.9501044670
    2208693.0664856060
    1845556.8218329000
    1963785.7047259950
    2329778.5191071910
    1144987.1722341860
    1664865.7346758140
    1360706.7198152010
    1509434.7311364400
    1743030.8764712670
    1806762.3152576650
    1654623.6865404650
    1399074.6586398540
    1215689.0288304210
    1208368.1448468250
    1336285.3400396930
    1188213.9495030670
    1824573.5357873980
     955975.1974512978
    1310511.3218821720
    1250569.5758702440
    2184625.0970441370
    1105694.7079115700
    1774596.0279890970
    1852259.4862903910
    1172832.5144904590
    1640780.9517345320
    1585548.9513422350
    1626008.0714723990
    1703599.0172831050
    1448802.6805232430
    1566014.0386692900
    1428377.2838562970
    1263943.1432970340
    1469644.1071277520
    1580963.3981686830
    1410420.7969587610
    1838341.9308485530
    2188649.2335194290
    1714051.8531888280
    1454411.4978605850
    1713577.2592474960
    1680724.3952873370
    1326299.9109115860
    1943659.4683626810
    1951335.5100497730
    1657170.8296515990
    1559858.9566481050
    1727174.9729415360
    1481988.5804849430
    1549798.0093053380
    1907268.3794729720
    1059843.5710592120
    1458991.7893066610
    1389736.1673828260
    1574323.1812231290
    1531412.3078453760
    1320579.7461137570
    1517562.2297114050
    1110761.1588216760
    1370551.8633715770
    1038877.3199379040
    1855202.9095252710
    1293892.8257730340
    1602302.5710273790
    1240914.6835017200
    1734059.5641142890
    1712882.6011126960
    1286086.4224417000
    1487107.0256056220
    1092656.2382265750
    1929488.7857243730
    1687926.8396132920
    1085622.2351205950
    1623546.2067902220
    1146584.4864023660
    1563154.1464612170
    1317188.5964493990
    1297666.9732708330
     991293.7895941661
    2080988.1964494960
    1368911.4933332640
    1837824.4742765210
    1039803.6348749310
    1242472.9074619620
    1641308.7062502510
    1347839.5595239330
    1551964.5773489850
    1911556.9366965050
    1001918.2580746030
    1473732.4310617750
    1951213.3181435990
    1235724.0409636400
    1809167.1198479960
    1455153.5417174060
    1423550.6373843300
    1704062.6122993020
    1000102.6005149560
    1082160.4140813880
    1172420.6414255860
    1320096.7013117550
    1108145.9537670790
    2109761.3708515910
    1638585.5318019580
    1387680.7333620830
    1464245.9028970630
    1621158.9737557130
    1165146.2723378730
    1912448.5042982790
    1727502.8769374410
    1468549.1403462350
    1780042.8298556390
    1662035.0831452240
    1516108.0459109070
    1277521.1504454190
    1430215.3867680050
    1704117.7701103490
    1892589.7830007100
    1459657.3056759940
    1001524.9495633120
    1584686.2441444080
    1487858.1044381310
    1778501.5516483640
    1407475.9860687710
    1086171.5502537660
    2056626.2932623650
    1148868.0059094900
    1081108.9732991580
    1213937.1796054640
    1327503.2280120180
    1777812.9807770570
    1425350.0691999830
    1577799.5144834890
    2101760.7660896170
    1236990.4066556730
    1922656.4172725680
    1831547.5803032050
    1550591.3127495710
    1378780.6736550380
    1691741.0758851990
    1212665.4825560540
    1839105.3663395150
    1637874.1859411270
    1722229.0706609310
    1710634.3207517350
    1240043.9654403460
    1079046.2552909430
    1801678.3502649630
    1326692.4919630240
    1247069.2952239600
    1913980.3083692400
    1570064.5937826290
    1653009.9581801890
    1338136.1832323880
    1693034.7600005840
    1409757.2642353380
    1610172.6236236250
    2172363.7971361590
    1642280.2956129270
    1301752.9032716280
    1671282.1584354260
    1587865.3203028690
    1040217.0319327320
    1409053.5276372030
    1513941.0872610920
    1855260.5218751810
    1356321.0579336440
    1014421.3739693400
    1233052.3165872240
    1351773.6869173120
    1473520.2530127700
    1521342.0354820020
    1636235.1375615450
    1418486.9743629170
     991236.1137923679
    1844432.5691150220
    1097931.6428288040
    1480366.4935765830
    1348467.5661657460
    2261211.8196380560
    1782086.6035465630
    1853000.2859019290
    1232275.8522343200
    1707546.3141490190
    1673796.2076856120
    1224550.2218826590
    1296108.9416723590
    1614878.9129607830
    1089705.5926413460
    1881405.3649796120
    1869538.4121384610
    1405008.1042836030
    1734383.3125355710
    1239809.3930346000
    1015816.4842603290
    1258423.2032111840
    1279693.2127223210
    1531823.1265505530
    2138775.2511754060
    1778306.3131065650
    2067328.3758694090
    1389383.0102806650
    1526882.1192231550
    1718704.1357399440
    1953247.0185214250
    1555455.5571376800
    1522832.2626175310
    1431599.9475904830
    1833029.1820503540
    1375803.7065753950
    1668277.4659656200
    1675577.5274800630
    1545997.2525518170
    1737243.5824001860
    1171444.9889227700
    1267816.8572333750
    1739238.8799469960
    1092697.1891128960
    1558425.0872619100
    1469414.7374829440
    1696108.8323142910
    1896453.7465929270
    1890175.6260349680
    2069439.5171621030
    1728083.9606309110
    1702633.7659286350
    1482686.5693160470
    1027414.4179029890
    1826675.3989093050
    1664850.0720613090
    1614535.5822288150
    1510561.8252481290
    1147864.7683031460
    1270276.6839951510
    1178434.5674843220
    1346651.1151878790
    1522313.2960743390
    1034799.2094887170
    1102307.1891487240
    1688704.0476177070
    1878317.6721741890
    1266546.9990612260
    1046241.5157967780
    1337750.5427027310
    1344171.5637945480
    1264924.5424519500
    1349940.7074650890
    1009171.6914627420
    1905354.2300218550
    1302093.1019807020
    2019949.8601818590
    1141403.1143766430
    1137118.2219175510
    1041232.0911357260
    1753899.0794636770
    1051369.0032004890
    1850652.3556810980
    1143772.0177002200
    1363103.8010243650
    1680744.4398839370
    1854706.3646994520
    1111516.1482716220
    1747847.7744548900
    1429602.6887625010
    1252059.7744811750
    1205699.1139690600
    1999533.1099714420
    1740847.5417461810
    1174712.9090072020
    1709124.7933744460
    1790837.1111011370
    1149407.8538346610
    1625765.9128569020
    1574002.6918245970
    1507371.1746944310
    1124076.1678804320
    1393414.1036196600
    1411560.0415996020
    1360096.1098034370
    1485204.6977695580
    1888039.9743924570
    1521906.2682382870
    1451590.8763396970
    1419755.4178116190
    1966680.7543676490
    1214250.1200340230
    1300783.0199667330
    1517284.5547417220
    1318707.2395285660
     988668.1746166615
    1549265.4116290100
    1177125.1374612790
    1942106.4987047040
    1157818.7927582870
    1694228.3273525580
    1678604.4936480480
    1859086.0420215270
    1551114.5218026100
    1423764.0084688210
    1253737.2470995930
    1244148.7495514190
    1187159.2391101010
    1308272.0263386210
    1444654.7744314670
    1359303.6885841110
    2186065.7058949050
    1435268.8902043930
    1359577.6578434270
    1163815.5349390480
    1634647.5656774260
    2068188.7244393090
    1722533.0464536930
    1455518.4625312880
    1729014.9657470010
    1272508.4495133140
    1623428.4305130940
    1706076.9943198120
    1323407.6238117640
    1665787.4960489240
    1805701.3286148840
    1561761.5498158760
    1677562.2224062660
    1469641.0447835180
    1268985.8328788910
    1580967.0030630410
    1413193.6431946910
    1705038.8535965910
    1109221.3395322550
    1383310.6135536780
    1313616.4016907360
    1781979.1251799660
    1846996.2155273420
    1590892.1740039090
    1415107.3189729420
    1364498.8430584690
    1826608.5352070690
    1282965.2653896320
    1349232.4508722420
    1480652.8298587560
    1509878.6602044280
    1360923.8165638320
    1200164.9024097200
    1315004.8012656140
    1489432.3007359450
    1301971.7638236660
    1901071.4920047390
    1137693.9916769240
    1861121.6095360240
    1283698.7058123220
    1458176.6544521570
    2384889.4125215160
    1517128.4679880360
    1448903.2104828040
    1211157.9658416850
    1144603.9588917440
    1764350.0229986250
    1343196.8740619640
    1473793.2120866670
     979070.0255624908
    1732096.4792755330
    1879940.9999725300
    1972456.5791540920
    2007415.9870442510
    1217713.1850107160
    1548844.8232393820
    1189816.0500230980
    1534870.1443515840
    1650459.7144998990
    1297780.4367830640
    1391368.0310498710
    1898782.1659669860
    1300454.4461790540
    2004431.8753977510
    1389518.6477910310
    1523810.3792958390
     962511.6450790359
    1683669.7759405480
    1297516.3916785900
    1130316.7005631510
    1620086.2628643590
    1480887.1485894320
    1694754.5668068540
    1480843.4395544140
    1717554.8915697390
    1383849.3461631330
    1869794.1427920240
    1072202.6855604120
    2337821.3440070530
    1694284.4424370000
    1688549.5816853540
    1796121.1996138040
    1746803.1075272820
    1403775.3698466530
    1653766.7561006850
    1040177.8875284350
    1252342.2767127710
    1045079.0149056590
    1994142.0061689950
    1506263.8798141720
     880087.5880902968
    1280755.0945038550
    1253267.5329158270
    1226198.9726169990
    1035938.0633392210
    1057797.2340686000
    1517125.7968023230
    1626537.8481139670
    1581757.1504196680
    1856062.7589824990
    1653695.5072176940
    1554155.3313716330
    1813121.9460664150
    1085448.6191645670
    1241743.6526467370
    1008800.0718471190
    1478700.0019238470
    1396210.2910152140
    1364094.1275164210
    1586808.6755091410
    1605009.7867713550
    2163390.7397375640
    1670155.3510572600
    1105285.8370890960
    1261063.9563590720
    1268650.0287661670
    1629724.3754452780
    1339862.3883074560
    1203365.7952566550
    1205096.8342940350
    1131300.4376349590
    1547905.6604907730
    1518338.0049704990
    1124790.4423221570
    1353507.0322209610
    1568456.1105761550
    1465811.8298617120
    1250254.3118794920
    1785084.6102381080
    1896059.3781540340
    1850715.2819887470
    1908708.9629993440
    1734877.0913532830
    1551496.3614350300
    1798121.4575794310
     962022.6898332641
    1163940.0930437800
    1477476.7470674960
    1169143.2063481000
    1565068.9246057280
    1674385.3138489420
    1501639.5056428090
    1646249.3619764630
    1910767.9741260310
    1803939.7495718680
    1816857.4608018440
    1090816.6061483040
    1730819.4750529800
    1565637.5692710700
    1448587.1804011380
    2067122.9877943390
    1286914.4338457100
    1826383.1554351840
    1712651.1243507250
    1978071.8894028920
    1108963.9035045180
    1483578.9686457510
    2150669.5806622540
    1034741.6572980820
    1875837.3248643330
    1526230.1559561200
    1580307.2622113240
    1328016.0121919150
    1234695.6415375150
    1515755.1496045590
    1489097.7046185070
    1221945.2944830680
    1962776.8791881880
    1600869.7526414290
     995115.7599188706
    2019479.7397586690
    1684308.8981302380
    1545150.4802263500
    1495689.9821887420
    1852037.7851139750
    1386458.6957860260
    1376075.8764921650
    1669543.1706907310
    1390490.3171226180
    1940074.5963525280
    1794664.5311706200
    1274347.2260841740
    1094039.5776965240
    1851283.4911440340
    1726980.8403292860
    1384533.8039058740
    1564646.9660958490
    1345105.2271078390
    1622997.1289806700
    1587969.2986966470
    1129780.6260354320
    1783884.8045206990
    1626853.3313823780
    1585732.1300010830
    1191260.8283093250
    1761798.1511955710
    1577153.4374955170
    1507397.8822861940
    1036849.5183538650
    1336464.0547908270
    1445623.5314679300
    1702321.1569337980
    1189984.8282193040
    1470709.1660449880
    1180968.6235816350
    1587675.9908732440
    1270033.1800084660
    2149129.1667820490
    1451045.2477772350
    1148242.8042521730
    1655592.5560879580
    1314313.4611072540
    1745646.8887830420
    1696858.3261730110
    1351692.9911441380
    1389554.4012712590
    1716080.8405107470
    1314379.3941881970
    1676552.1832869730
     973406.1156520238
    1701870.3427992570
    1902981.7006590780
    1338399.1426865430
    1229927.5768226520
    1050408.4981447600
    1063753.0788777710
    1309795.5184072890
    1737231.4621162980
    1231865.1612177440
    1475852.6095346340
    1140564.9826794200
    1604941.0798417520
    1903635.1199204380
    1642791.4053309740
    1583737.7194730140
    1752668.8746216420
    1271196.2798308320
    1171020.9163511940
    1594643.6973441720
    1873726.6389041490
    1336517.5697807400
    1453814.2219022680
    1731460.1057729710
    1472599.2192401080
    1240775.7147920400
    1956206.0156617300
     965094.0428172479
    1689841.1426081900
    1984241.7249916800
    1511799.6848479750
    1246814.7984762460
    1393424.2080435440
    1255998.9565895410
    1293830.1809968980
    1492682.3040513960
    1581412.2096273250
    1750035.6228837990
    1221648.8512904110
    1388302.7305820890
    1819829.7788948780
    1760889.5121278040
    1768575.9747025240
    2001158.4371721270
    1878011.7771781180
    1423703.4110748540
    1720167.9918527890
    1461431.5804826560
    1309834.1450021320
    1754014.9423029670
    1468560.9330203450
    1872052.1173392380
    1751559.8691801920
    1535712.9429706630
    1127992.8492935180
    1018999.5674097850
    1236536.1608492350
    1679001.5970719720
    1258022.2205288860
    1472175.9156030000
    1239378.1463651630
    1838746.7925571830
    1247799.8676708620
    1439995.4861829570
    1936194.2407848980
    1606696.7759821620
     997658.5909525666
    1393677.2732167020
    1757672.2289512520
    1121790.4693883310
    1563893.2390871670
    1107011.3937838260
    1544814.3504968560
    1557149.3708663180
    1713904.6848680260
    2114878.8271078450
    1667884.4563435180
    1790548.1734181890
    1574473.2104774470
    1194867.3371881410
    1651246.5520523790
    1061757.8380933610
    1678388.9146285250
    1557757.2733962240
    1209069.8395504790
    1132491.0228280370
    1284465.6769176000
    1627774.4060869760
    1192059.6936412940
    1186982.8813658310
    1468198.5257637170
    1242029.9108478700
    1162294.1470975570
    1584253.3458555340
    1667756.3146871680
    1610416.3849524150
    1342568.0589196360
     943776.1010326300
    1451807.6446255310
    1489566.4827586590
    1229525.3752911920
    1653679.6851528310
    1268809.0101894310
    1238103.6548518530
    1389183.4577040580
    2242087.4185629060
    1715622.5502737340
    1361037.2336561690
    1921014.1426755600
    1745023.4774208060
    1739235.5927742290
    1440190.9392608230
    1962362.6100458710
    1465214.5351124470
    1385794.7547046010
    1117691.1278495200
    1418828.4820697740
    1376837.6034469880
    1406664.0956187770
    1153518.6304066570
    2103737.0284659350
    1572819.3972136310
    1642309.4355474000
    1498794.1692189630
    1194098.5996290200
    1465402.3512674810
    1207150.0595940520
    1171746.7708073270
    1640321.5634649350
    1349097.4586343240
    1420703.3407527110
    1880758.2468988610
    1723475.0334781390
    1357471.9827970800
    1836611.8591230210
    2091283.2719315950
    1598527.5285206830
    1594748.7600630650
    1218686.5911571060
    1977368.4763186160
    1741678.2633517290
    1396336.2966644590
    1350451.8779551110
    1656639.7669952430
    1608762.0423046000
    1775087.7270002920
    1672755.8725678640
    1951335.9670686020
    1289008.4794010630
    1550092.2199511040
    1571393.8363970080
    1532253.4218711970
    1638332.0101725670
    1460878.2990412780
     969768.2203155803
    1634814.3123026810
    1671930.2584688680
    1617860.4681393460
    1621628.5361003680
    1417251.6623984410
    1526492.4452180790
    1354344.1257213820
    1409138.1835236430
    1436057.9503170360
    2116931.5094524760
    1312489.0951945270
    1973066.5892648970
    1555096.7514877780
    1159026.6241058050
    1854902.5745424640
    1670750.9832739110
    1578429.6112204060
    1423088.0420206460
    1768795.2780492130
    1778002.4484853510
    1123278.0647884270
     949805.7359453489
    1460153.5269335770
    1249692.1398593640
    1983962.1162866970
    1183474.9921236710
    1827346.9485876720
    1186862.9131945520
    1684817.1070980740
    1958855.8853478830
    1525603.0115252820
    1619432.7268555950
    1352502.3424127130
    1486295.6396477510
    1890109.3028455240
    1238991.5813273670
    1218894.2443570610
    1502107.9603299010
    2184351.6835821900
    1340109.9701568070
    1852328.5846484260
    1094523.1126303690
    1709806.6432094330
    1533367.2673936000
     993127.8834556051
    1408700.7072068050
    1025585.3202761700
    1759315.2942279300
    1805039.1966267360
    1719247.8686903300
    1402823.7409815830
    1401824.4981035840
    1761945.1369728760
    1120627.9194377900
    1881495.9229124380
    1402523.4203280090
    1819923.4341940270
    1487070.9488429130
    2306648.9149610900
    1001496.0263136280
    1759664.6448514680
    1353016.8104909420
    1459298.5021790080
    1250184.2518637150
    1557346.7624837570
    1283998.3028682760
    1461066.2063169200
    1193966.2134223820
    1340617.3853989050
    1767028.0526794650
    1097979.9601946600
    1920031.2947516360
    1970087.4481259630
    1191545.6926999250
    1441385.8585476920
    1505712.8434810090
    1384664.9178256140
    1539110.3735753930
    1311045.8195036840
    1506155.9484977750
    1602034.8955469990
    1004215.4875036190
    1616067.9394972430
    1501435.5553321580
    1444248.0709855360
    1194411.7286369610
    1867853.7113913130
    1884523.8422651240
     981541.2850767665
    1374004.1211223380
    1289710.7632288610
    1213800.4462220750
    2020196.3887901120
    1379298.8128722450
    1654923.0452461150
    1714443.1298782980
    1423511.3501179500
     957096.1261048913
    2000792.2618223050
    2249823.2048070240
    1338083.5396726910
    1921973.4999241550
    1409144.7513022910
    1700750.2186059080
    1174400.1104260060
    1739636.8096623280
    1643115.2192720330
    1111016.6808856780
    1196992.8295493740
    1737064.8865378870
    1244337.8123512060
    1425234.3551860120
    2139660.8380982430
    1351634.6073264580
    1357176.1279423310
    1225756.9197408190
    1864008.8555161920
    1076107.3906680090
    2318437.1970029460
    2332115.4727173300
    1709050.4604951460
    1828047.9716822790
    1359423.0477113800
    1117381.8110513850
    1641242.9503763920
    1722137.7504439310
    1214158.0880854590
    1255640.4902303420
    1367430.3709573130
    1943632.9756169120
    1201331.1486279750
    1918812.1688358100
    1021111.8242165390
    1376686.9824656890
    1400581.4170650520
    1424517.0207282170
    1998441.9714889210
    1073082.0515506740
    1226176.6751454830
    1400628.6045237270
    1494078.3545792650
    1432492.8407637130
    1230263.9300090680
    1901811.7617220070
    1001362.9009840650
    1241852.9946167690
    1863208.7902795530
    1675187.8249196560
    1327525.8655128800
    1704390.4311949470
    1585671.0686051900
    1994996.7588166440
    1416201.6126724050
    1200832.8016321870
     827326.9654832528
    1978522.6192360280
    1471245.0757134630
    1663411.4039802250
    1280657.8547053540
    2032616.3853491510
    1517656.9540848390
    2038912.1544444390
    1405868.0820641710
    1688870.9674841690
    1135160.9904083520
    1769937.3988918050
    1381747.9509441330
    1969682.9421773750
    1501111.4871907510
    1205929.7228950830
    1123221.3035153190
    1365599.1616663710
    1271733.3013194440
    1462920.9516308290
    1426473.1302479840
    1472569.6606967750
    1225746.6071872940
    1327738.4908754030
    1159739.6674841710
    1380478.0636121930
    1433245.6380670960
    1447012.1384969910
    1430131.4455330710
    1598939.6887576020
    1648467.2787332880
    1696082.9670100960
    1576669.8688153130
    1877669.6570694000
    1546203.2100141090
    1133956.0266298680
    1978274.0411081080
    1267790.4773437930
    2068647.4539627040
    1759614.3791211820
    1119573.9661851100
    1364730.7251254470
    1842095.1679942780
    1809908.0010103950
    1609783.4814389540
    1673316.9187954390
    1945306.1980293550
    1510306.8516634310
    1694743.9912054420
    1631879.3923783500
    2164566.9162624180
    1255016.3276662990
    1100503.2395663840
     999149.5423585951
    1426302.9349082560
    1231363.0297385190
    1154406.0989548370
    1641852.4608851660
    1062109.7758597830
    1380154.0617811900
    1603317.9873166930
    1752757.7590824420
    1090957.7196458730
    1883520.3723187340
    1880472.5678610460
    2104935.1895466600
    1615910.3731783800
    1084730.0968405080
    1713099.6205050190
    1428932.6451370520
    1705243.6885088470
    1286631.1717997930
    1460198.1181268000
    1411250.6904808520
    1688407.2569336890
    1647529.5414345640
    1637544.6900881750
    1540178.0985919840
    1039859.2441068430
    1526068.9271319410
    1634865.1933264640
    1521708.9607658910
    1421628.3401579550
    1168394.9671013720
    1785694.8638717180
    1507347.7526832650
    1769185.4217544120
    1627601.9498867440
    1207976.1526807450
    1522416.4908157610
    1573319.7483917400
    1327640.2524622380
    1538376.4593807990
    1589810.6543542830
    1236099.8912389910
    1323369.8177024730
    1276298.4580349500
    1130138.4065036200
    1140659.3741814420
    1308689.0468148550
    1536244.2458998320
    2008668.8297203610
    1281829.1728086130
    1834215.1346574370
    1314159.1100064340
    1298135.6692186210
    1695556.2541473540
    1763800.0467007960
    1404478.4806215600
    1922479.9377113270
    1161038.9957899750
    1552336.6167768400
    1781500.1777166520
    1849964.2569078070
    1435001.2221133940
    1674935.8509808380
    1482470.5328503670
    1183060.5679872700
    1821547.5378324990
    1626413.3830313120
    1631660.1119655390
    1919797.6302638410
    1722199.9023150900
    1321048.6342950830
    1363043.0254644580
    1477336.3837031560
    1815388.6717773830
    1017465.1294611650
     965995.8522119457
    1381343.2900891060
    1396858.0016324180
     796040.3461068787
    1201268.4849279460
    1041724.5566522990
    1986509.4058816990
    1839710.4975710540
    1175359.9140345900
    1578215.9096421650
    1857650.7027550550
    1178783.3458246370
    1831984.8711038270
    1428276.6266769010
    1812144.9079115520
    1689355.9891023520
     953293.1016121331
    1212180.2117142690
    1478417.5902097740
    1372971.6933044590
    1615750.8377402440
    1433220.0652452210
    1101950.8744880400
    1454817.7617700090
    1311245.6924320280
    1678779.6309939620
    1040635.8047432920
    1030952.6815204440
    1185203.9012550380
    1911045.9929136480
    1328534.8546552760
    2138283.8232106230
    1666728.6875861050
    1535353.2176862140
    1833063.8168763480
    1606901.1443280960
    1948348.4470906680
    1671722.3285563900
    1317645.6737929540
    1504279.2893610020
    1158436.4570588290
    1360422.2919801220
    1534485.6115083450
    1740845.7998640140
    1464314.2642066900
    1823458.9626280260
    1703999.4851527920
    1032750.6174728270
    1613006.0473409650
    1677321.5036846690
    1755714.3941297750
    1421816.6545264370
    1178383.6534305300
    1959961.9109710420
    1224240.8777921660
    1662837.0168508690
    1592791.2115525100
    1027966.3405313270
    1860321.3696839020
    1879469.9366202420
    1129665.6493138870
    1881465.3699357650
    1656934.7956113430
    1755744.7871618280
    1549075.3967984830
    1172060.9873275220
    1895428.6742838870
    1850077.9413892520
    1837182.7413671640
    1681327.6632114240
    1712544.7652382710
    1831518.0252544640
    1210973.7370717320
    1609292.0591893190
    1168980.1876695710
    1090973.8907893020
    1049514.3309827230
    1257379.2724914620
    1808285.4729746770
    1689846.4443825500
    2049659.2899054110
    1209740.7287978650
    1723647.3469776130
    1153231.8845692030
    2051514.0786157550
    1080057.3703138820
    1481456.0698411640
    1550007.6277758800
    1620063.1302081840
    1654158.3028361110
    1634528.2874341690
    1844411.7393493270
    1730790.4688698920
    1046381.5618950600
    1096034.8422775030
    1545434.3894774750
    1382364.0319248800
    1992105.9419296600
    1455619.5262413980
    1584195.3449224470
    1217045.8011693120
    1701954.5507330420
    1155288.4812583960
    1655130.5649486330
    1507098.9995542780
    1226992.3436251780
     965636.0967156692
    1084987.4626919900
    1620105.9161777050
    1325696.0299989090
    1455635.1326724600
    1236523.3766447830
     922514.4219897931
    1626863.1643825170
    1657131.8953466710
    1785216.1223079480
    1526356.6306065080
    1762260.8212586840
    1421582.2646156740
    1675489.4622025380
    1974033.4248254030
     940873.5708955035
    1381961.6716781990
    1839761.6223011660
    1755038.2742808160
    1211481.4202026190
    1295512.2476514270
    1621559.4477352770
    1789632.6765933460
    2237294.9377841260
    1395195.0391503450
    1400018.6836416090
    1762230.7757611620
    1551397.3757904180
    1556682.1799459370
    1163964.1643473260
    1305981.8633271980
    1498903.3906955000
    1633632.3312321990
    1088987.6079273050
    1563464.8515029720
    1990161.8534531400
    1231817.8686857510
    1621364.7931032520
    1756698.8703254370
    1048068.8139757580
    1009466.2752876810
    1457384.6062722400
    1831804.0965938260
    1542331.6681320050
    1106871.0574340390
    1791752.7950695150
    1725687.5829437820
    1824089.6144615610
    1529878.4761240060
    1604529.0258885410
    1340299.0811758730
    1303844.2438690130
    1488416.7318805340
    1523728.5498283770
    2222749.5325105800
    1330621.4611440370
    1732519.6316124390
    1167718.9837490280
    1909757.2752568600
    1847000.1864537250
    1911489.2302318020
    1549340.7987552160
    1596319.8953280690
    1621222.4905081420
    1622892.4628181070
    1575956.7721213100
    1382097.6734119000
    1735459.0315956050
    1227614.8087210210
    1351920.6056969760
    1670657.5762180380
    1607804.8465450880
    2016717.6540350190
    1199147.8846224560
    1442840.1211681940
    1999257.3910075930
    1601814.8869150120
    1936424.1667257450
    2052779.5655127580
    1128766.4480759430
    1696299.7274478210
    1336475.7035321140
    1389094.6742806650
    1291977.2046028420
    1635174.6770296730
    1205987.0301257580
    1371285.9243606510
    1743802.5563805450
    1240227.0582962130
    1278205.2899090220
    1106916.1028408500
    1455090.2705163540
    1529643.2107077710
    1412721.0433264970
    1661547.1746931270
    1171646.6092476060
    1539786.4491755320
    1262413.5411887960
    1798876.4815097020
    1822872.5720312820
    2030933.1355253510
    1188813.3689780190
    1429287.6060770520
    1228226.0562417990
    1721365.9356221460
    1382695.6088527120
    1562645.3017762280
    1150976.3476083630
    1026776.6249077660
    1597201.5749691090
    1516828.7733953870
    1177767.3043586330
    1303594.1349885960
    1804418.8303089200
    1202019.7334533040
    1484260.0252249600
    1374858.3652117710
    1590066.1860946140
    1499707.0427382330
    1706756.5591047860
    1788879.4575657200
    1949347.3333945110
    1075807.2998031320
    1826803.8232783390
    1515032.9376515040
    1636305.0547300100
    1604812.7085183990
    1662533.0434076270
    1262456.2260222480
    1523927.9307976080
    1286943.9648877360
    1205982.2357876600
    1354336.4683425740
    1450122.9418870900
    1219302.6463367650
    1072253.4066754990
    1426244.9629797630
    1161157.7536343230
    1526412.7059293060
    1739947.0155208600
    1374314.0823931010
    1424011.1234677760
    1599965.5728833850
    1320331.1392761260
    1730429.6046563030
    1686465.0906357800
    1223723.3293259910
    1230956.6525261910
     966344.8655878198
    1845171.8877120140
    1006053.1718258160
    1579123.9902477760
    1387407.8600788010
    1163654.3463300270
    1121043.8331583040
    1387674.1171227620
    1684041.1260601860
    1659620.8029756470
    1360242.8543556740
    1385741.6692076240
    1482551.0061164760
    1496167.8335932600
    1172226.0645498790
    1492396.8446181200
    1907628.4932218430
    1236890.5139411210
     998084.2046792547
    1339009.9769379540
    1751931.3175022060
    1611953.6617517580
    1630469.8410390290
    1042917.8603825070
    1319248.3711342100
    1361667.0848085580
    1445877.5125055660
    1630338.9711020100
    1124514.7165821720
    2119553.2707778600
    1836608.9595914350
    1624769.6045536730
    1205148.7766734000
    1535115.0159119780
    1590029.8611402340
    2113893.7357465330
    1636630.5420588530
    1354463.1380822440
    1881080.9325962130
    1453869.6032076240
    1741238.4623186280
    1596925.1860166690
    1919864.9762689710
    2064448.2292295390
    1939570.9428368220
    1253659.1525757900
    1686071.1587051520
    1194190.9837587740
    1681068.0978855530
    1511068.5718384160
    1156872.8367634550
    1470016.6576256690
    1347524.6487746910
    1504973.1769921240
    1766863.0927304710
    1142851.9319878780
    1734422.8724872970
    1210131.1535219970
     973371.2781556243
    1240041.9117250840
     962050.6717973776
    1582813.5058771900
    2149872.0330198510
    1599043.2666743500
     992661.7239679509
    1820378.9319954400
    1901164.3110698710
    1348762.3188151750
    1425250.1366031210
    1765645.4715980260
    1213770.4240773440
    1511271.9076400700
    1687410.4145793010
    1761202.2574983640
    1458772.4385235540
    1814571.5449182250
    1362214.0368058030
    1421163.2212192230
    1278868.2263909570
    1234736.0429613230
    2148118.9254098490
    1533805.6919289600
    1295131.1153219420
    1467993.2357752020
    1436705.5976283470
    1766055.6729571020
    1214687.1217444920
    1706920.4852750790
    1639829.2078524120
    1548143.9471968490
    1007195.4929867760
    1696340.4228416450
    1651895.2113851940
    1685328.4580328110
    1240541.8865150690
    1516523.0090990780
    1692608.1700394650
    1037729.1428485930
    1688275.2493734360
    1112430.3628956490
    1233945.0772224180
    1152131.9534725850
    1577103.0808449450
    1265337.9480919220
    1373444.5510526550
    1419505.4120192720
    1150524.4119066910
    1504555.9337664300
    1918269.1895757270
    1349297.9764422870
    1690420.9815918930
    1410435.2002291630
    1691244.7952161370
    1359620.7418949590
    2087781.2597138910
    1238373.3900921390
    1708690.6539768900
    1280813.8933671710
    1586947.0040355020
    1625848.0823038200
    1736685.5004538180
    1265646.2492870140
    1354657.4423158470
    1536873.3391986590
    2146882.9813078620
    1312649.8563632560
    1792923.7179705700
    1996313.5909221840
    1296815.1865767780
    1763183.9684558430
    1903892.7189734360
